Price,Close,High,Low,Open,Volume
Ticker,006400.KS,006400.KS,006400.KS,006400.KS,006400.KS
Date,,,,,
2024-07-22,341113.34375,355554.63859489054,340615.3680656934,354558.68722627737,398483
2024-07-23,334141.6875,344599.1769746647,332647.7604321908,343105.24990685546,390417
2024-07-24,332149.78125,339121.44082646177,328663.9514617691,330157.8785138681,231832
2024-07-25,342109.3125,346591.09388646286,327170.0412117904,327170.0412117904,400368
2024-07-26,337627.53125,345097.1668971239,335635.628410767,340117.40979904134,179285
2024-07-29,334141.6875,339619.42008196726,330157.881985842,336133.590257079,279493
2024-07-30,329161.9375,343105.257091528,329161.9375,331651.8159984872,423808
2024-07-31,318206.46875,330157.8854166667,310736.8333333333,328663.9583333333,808998
2024-08-01,332647.78125,336133.61129303894,317210.5339165419,318704.4610778443,457374
2024-08-02,335137.65625,339619.4376857355,324182.1905182021,324680.1662332838,428561
2024-08-05,302769.21875,331153.8330078125,293307.6806640625,330157.8816303454,588001
2024-08-06,317210.53125,321194.3369799843,307251.01692503924,307251.01692503924,406677
2024-08-07,314720.65625,323186.2435225475,310736.85047468357,310736.85047468357,260387
2024-08-08,301773.28125,312230.77119430696,301773.28125,308246.96550123766,357536
2024-08-09,308744.9375,314222.6702620968,303267.20473790326,306753.03467741935,352311
2024-08-12,318206.46875,321194.3229166667,309740.88194444444,309740.88194444444,276860
2024-08-13,314222.65625,323684.19423534075,310238.8507824881,315218.607616878,274332
2024-08-14,322190.28125,324182.18407071097,317708.4999034003,320696.3541344668,254144
2024-08-16,319202.4375,330157.90337363497,318704.46177847113,328166.0004875195,374911
2024-08-19,307749.0,318206.49029126216,307749.0,318206.49029126216,378524
2024-08-20,309740.875,312230.7534163987,304263.1424839228,311234.8020498392,402441
2024-08-21,327170.03125,334639.6666666667,307251.00347222225,307748.9791666667,744340
2024-08-22,334141.6875,336631.56594634877,325178.1250931446,325178.1250931446,434679
2024-08-23,329161.9375,334141.6944969743,325676.107602118,330157.8888993949,194293
2024-08-26,330655.875,337129.5592996988,327668.0207078313,332647.7778614458,295574
2024-08-27,336631.5625,344599.17344674555,327170.02450073964,331153.82997411245,417485
2024-08-28,338125.5,349080.96539027983,335635.6215022091,342109.30559646536,562530
2024-08-29,357048.59375,361032.3995380056,336631.5890864714,337627.5405334728,759750
2024-08-30,352566.8125,359538.4726341808,350574.9096045198,359040.49691031076,382399
2024-09-02,367506.0625,371489.86805555556,357048.5729166667,357546.5486111111,697416
2024-09-03,369497.96875,378461.5313342318,364518.2117587601,371987.8472456199,504052
2024-09-04,356550.59375,365016.18047311454,354060.71530202514,355056.6666812151,444422
2024-09-05,364020.25,370991.9100547196,355554.6627906977,362028.347127223,390367
2024-09-06,341611.34375,369000.0083363702,339619.44087099127,366012.15401785716,587735
2024-09-09,342607.28125,345595.13544694765,331651.81586119183,336133.59715661337,252703
2024-09-10,331651.8125,346591.0833333333,330655.8611111111,344599.18055555556,331169
2024-09-11,364518.21875,366012.1458760246,331153.84626878414,331651.821977459,702797
2024-09-12,362526.3125,369497.97235576925,357546.55546016485,366510.11813186813,449547
2024-09-13,363522.28125,369497.9899828767,359040.4997003425,363522.28125,273600
2024-09-19,370493.9375,376469.64616935485,364518.22883064515,372485.84038978495,368651
2024-09-20,374975.71875,380951.42741533864,369995.9615288845,374477.7430278884,453676
2024-09-23,377465.59375,379457.4966193931,370493.933707124,375971.6665979551,274345
2024-09-24,385931.1875,391408.92048387096,378461.55161290325,378959.5273387097,487932
2024-09-25,379955.46875,389417.00729030144,379457.4930373525,387425.10443971166,356083
2024-09-26,385931.1875,385931.1875,371489.8914516129,380453.45451612904,374940
2024-09-27,382445.34375,389417.0036621094,379955.46520996094,386429.1494140625,235806
2024-09-30,376967.625,391906.8967965654,376967.625,387425.1152575958,323768
2024-10-02,369995.9375,377465.57284656796,368999.9861204576,370493.9131897712,279245
2024-10-04,360036.4375,368004.0488416321,359538.461791148,365514.17029737204,345852
2024-10-07,366012.15625,368004.0591411565,356550.6175170068,363522.27763605444,362434
2024-10-08,369497.96875,373481.7743429919,359538.4547675202,362526.30896226416,298267
2024-10-10,368004.0625,373481.7955006766,367506.0867726658,372485.84404600813,274438
2024-10-11,371489.875,384437.24329758715,367506.0693699732,371489.875,422704
2024-10-14,371489.875,365514.1665549598,356550.6038873995,364020.2394436997,318814
2024-10-15,349578.9375,362526.30555555556,346093.1076388889,360534.4027777778,444739
2024-10-16,338623.46875,352068.81236213236,338623.46875,351570.8366727941,400446
2024-10-17,332647.78125,343105.27137911675,332647.78125,339121.4656156437,294098
2024-10-18,328663.96875,335137.6529829545,325676.1144886364,333145.75014204544,243151
2024-10-21,333145.75,340117.40994020924,329659.9200298954,329659.9200298954,164920
2024-10-22,322688.25,334639.6666666667,322190.27430555556,332647.7638888889,214937
2024-10-23,329659.90625,332647.76038519636,321194.31953361025,322688.24660120846,224501
2024-10-24,326174.09375,337627.53520992363,324680.16660305345,334141.7052003817,249042
2024-10-25,320696.34375,333643.71166537266,319700.39237189444,332149.7845982143,217621
2024-10-28,347089.0625,347089.0625,321194.3261298422,321194.3261298422,448604
2024-10-29,342607.28125,349578.9410428779,335137.6457576308,342607.28125,282432
2024-10-30,337627.53125,345595.14260693215,334141.7012813422,338125.5069598083,261901
2024-10-31,325676.125,339619.4453363914,325676.125,333145.7608944954,378994
2024-11-01,330157.90625,336133.6149604072,322190.29463612364,324182.19753959274,201852
2024-11-04,336133.59375,336631.56944444444,326672.05555555556,334141.69097222225,338677
2024-11-05,316214.5625,331651.80885826773,314720.6354330709,331153.8331692913,858257
2024-11-06,297291.5,321194.3341708543,296793.52428810723,319700.4070351759,915616
2024-11-07,297291.5,296793.52428810723,284842.1072026801,294801.621440536,963012
2024-11-08,283348.1875,292311.75054920913,282850.2117750439,288825.9204745167,730613
2024-11-11,273388.65625,286336.02430555556,272392.7048611111,284344.12152777775,661555
2024-11-12,263429.15625,274882.597826087,262433.2048086011,272890.6949432892,755539
2024-11-13,254465.59375,264425.10818248533,253967.61802837573,259943.3266878669,561453
2024-11-14,263429.15625,269404.8648983932,260441.30192580342,260939.27764650286,762642
2024-11-15,245502.03125,252473.69136663288,234546.5653524341,248987.86130831644,1275347
2024-11-18,261437.25,261437.25,245502.02714285714,246000.00285714286,522947
2024-11-19,257951.421875,260939.27618243243,251477.73754222973,258947.3733108108,388753
2024-11-20,258449.390625,262931.1719653179,254963.56069364163,256457.48780708094,358506
2024-11-21,263429.15625,265919.03485349717,255959.52043950852,258449.3990430057,310598
2024-11-22,267910.9375,273886.6461431227,264425.1074581785,265919.0346189591,337953
2024-11-25,276376.53125,280858.31283783785,270898.7981981982,271396.7739301802,542729
2024-11-26,277372.46875,282850.20152603235,272890.68738779175,277870.44445691205,329790
2024-11-27,266914.96875,278866.385261194,265421.0416861007,277372.4581972948,307222
2024-11-28,270898.78125,270898.78125,263429.1457375919,264923.07284007355,276948
2024-11-29,253469.640625,268906.8878929273,253469.640625,268408.91217460705,528933
2024-12-02,257951.421875,262931.179054054,255461.54328547296,257951.421875,263742
2024-12-03,259943.3125,266914.97222222225,257951.40972222222,262931.1666666667,412398
2024-12-04,257951.421875,259445.3490287162,251477.73754222973,251975.71326013515,464473
2024-12-05,250481.78125,258449.39258200795,249983.80554174952,257951.41687375747,305249
2024-12-06,250481.78125,256955.46545725648,243510.12133449304,249983.80554174952,357397
2024-12-09,238530.359375,247493.92194024008,237534.4079788622,245004.0434498956,385207
2024-12-10,251477.734375,252971.661509901,241020.24443069307,241020.24443069307,283648
2024-12-11,247493.921875,254465.58164612675,245004.04338531187,250481.77606262575,261075
2024-12-12,253967.609375,257453.43930759805,245999.9981004902,249983.8037377451,487555
2024-12-13,259445.34375,261935.22228886755,251975.7081333973,255959.5137955854,407922
2024-12-16,261935.21875,266914.9757604563,259943.3159458175,263429.1458531369,255208
2024-12-17,246000.0,260939.2712550607,244008.0971659919,259943.31983805666,634840
2024-12-18,256955.46875,258449.39589389536,246995.95445736437,248987.85731589148,395544
2024-12-19,252971.65625,256457.4861589567,247493.9235359252,249485.8263410433,291544
2024-12-20,246995.953125,257453.44307585683,246995.953125,257453.44307585683,460637
2024-12-23,254963.5625,256955.46533203125,242514.1697998047,249983.80541992188,306213
2024-12-24,253967.609375,259943.31783088236,253469.63367034314,255461.5364889706,202305
2024-12-26,246000.0,255461.53846153844,246000.0,254963.5627530364,212529
2024-12-27,248000.0,250000.0,242500.0,245500.0,213784
2024-12-30,247500.0,254000.0,247000.0,247000.0,195241
2025-01-02,239500.0,250000.0,238000.0,247500.0,322723
2025-01-03,247000.0,249000.0,232000.0,235000.0,444831
2025-01-06,249000.0,251000.0,243500.0,247000.0,288347
2025-01-07,246500.0,254500.0,246000.0,249000.0,358935
2025-01-08,249500.0,252000.0,242500.0,244500.0,501773
2025-01-09,239000.0,250500.0,237500.0,249500.0,707039
2025-01-10,234000.0,240000.0,232500.0,239000.0,404954
2025-01-13,229500.0,235000.0,229500.0,232500.0,367466
2025-01-14,236500.0,238500.0,230500.0,232500.0,354213
2025-01-15,231500.0,238500.0,231000.0,237000.0,277008
2025-01-16,234500.0,239500.0,234000.0,235500.0,286634
2025-01-17,234000.0,236500.0,232500.0,233000.0,211291
2025-01-20,243500.0,244500.0,235000.0,235000.0,426988
2025-01-21,234000.0,243000.0,230000.0,241000.0,420828
2025-01-22,239500.0,241500.0,234500.0,235500.0,270049
2025-01-23,232500.0,238500.0,232500.0,238000.0,240156
2025-01-24,226500.0,234500.0,225000.0,233000.0,475862
2025-01-31,222000.0,226000.0,220000.0,225500.0,403390
2025-02-03,208000.0,216500.0,207000.0,216500.0,507773
2025-02-04,205500.0,214000.0,205500.0,210500.0,512535
2025-02-05,212500.0,216000.0,207500.0,208000.0,395915
2025-02-06,212000.0,214000.0,208500.0,213000.0,344302
2025-02-07,209500.0,216500.0,208500.0,209500.0,306763
2025-02-10,211000.0,213000.0,200000.0,205500.0,663716
2025-02-11,210500.0,215000.0,208000.0,210000.0,290699
2025-02-12,209000.0,212500.0,208000.0,210500.0,241946
2025-02-13,214000.0,217000.0,210500.0,211000.0,823208
2025-02-14,213500.0,217000.0,211500.0,214000.0,308395
2025-02-17,219500.0,222000.0,213000.0,215500.0,351526
2025-02-18,217500.0,221500.0,215000.0,221500.0,261388
2025-02-19,226000.0,228000.0,216000.0,216000.0,500588
2025-02-20,227000.0,232000.0,224500.0,225500.0,387643
2025-02-21,231500.0,233000.0,225000.0,227500.0,382424
2025-02-24,247000.0,248500.0,228000.0,228500.0,793909
2025-02-25,236500.0,247500.0,236500.0,243500.0,568791
2025-02-26,237500.0,240500.0,233000.0,234500.0,667849
2025-02-27,238500.0,242500.0,236000.0,240000.0,432454
2025-02-28,224000.0,235000.0,222500.0,235000.0,689575
2025-03-04,213000.0,224000.0,212500.0,222000.0,591837
2025-03-05,213500.0,217000.0,210000.0,215500.0,550848
2025-03-06,212500.0,221000.0,211500.0,216000.0,572200
2025-03-07,218500.0,221000.0,208000.0,210000.0,511153
2025-03-10,216000.0,220500.0,213500.0,218500.0,462404
2025-03-11,209000.0,211000.0,206000.0,207000.0,477244
2025-03-12,213000.0,215000.0,210000.0,212000.0,379099
2025-03-13,204000.0,216500.0,204000.0,215500.0,1066609
2025-03-14,191400.0,209500.0,189300.0,199500.0,2792113
2025-03-17,190400.0,192600.0,186800.0,191200.0,956353
2025-03-18,190800.0,195900.0,190650.0,191400.0,756405
2025-03-19,191900.0,195000.0,190500.0,190500.0,773601
2025-03-20,202500.0,205500.0,193900.0,194700.0,1320559
2025-03-21,200500.0,203500.0,196300.0,203000.0,709471
2025-03-24,201500.0,203000.0,197600.0,201000.0,280163
2025-03-25,202000.0,205500.0,199900.0,204000.0,249627
2025-03-26,208500.0,212500.0,200500.0,202500.0,436509
2025-03-27,201500.0,206500.0,201500.0,205000.0,298862
2025-03-28,199400.0,203500.0,197500.0,202000.0,330812
2025-03-31,188500.0,196500.0,188500.0,195700.0,564094
2025-04-01,190037.734375,190332.203125,185816.84375,186994.765625,351806
2025-04-02,183068.375,190823.0,182184.921875,190135.890625,465929
2025-04-03,179829.09375,181792.28125,176000.84375,177178.765625,372205
2025-04-04,187289.25,187780.046875,176197.171875,176197.171875,476925
2025-04-07,176786.125,181399.65625,176491.65625,179829.09375,381778
2025-04-08,173056.046875,180712.53125,172663.40625,180418.046875,417438
2025-04-09,168540.6875,174037.65625,166871.96875,169522.296875,548686
